"","Hard_Coral","Soft_Coral","Bleached_Coral","Population_Bleached","Barramundi Cod","Butterflyfish","Coral Trout","Moray","Grouper","Qld Grouper","Humphead","Bumphead","Parrotfish","Snapper","Sweetlips","Clam","Sea cucumber","Urchins","Anemone","Banded coral shrimp","Trochus","Triton","Lobster","Drupella snail","Crown of Throwns","Coral damage","Coral disease","Unknown coral scar","Drupella scar","COTS scar","Marine debris","HC","SC","BC","RKC","RC","NIA","SP","OT","SI","RB","SD","Location","Date"
"98",32.5,9.38,0,2,0,2,0,1,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,2,1,1,0,0,32.5,9.375,0,0,46.875,0,2.5,0,0,0,8.75,"Currimundi Reef - Currimundi Reef",2019-03-09
"99",25.62,3.75,0,0.25,0,5,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,13,0,1,3,2,2,0,2,25.625,3.75,0,0,64.375,0,0,0.625,0,0,5.625,"Currimundi Reef - Currimundi Reef",2020-05-09
"100",22.5,18.75,0,7.5,0,4,0,0,0,0,0,0,0,1,1,0,0,0,6,0,1,0,0,6,0,5,0,15,0,0,0,22.5,18.75,0,0,50,0,1.875,0,0,0.625,6.25,"Currimundi Reef - Currimundi Reef",2016-03-11
"101",33.75,15.63,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,33.75,15.625,0,1.875,41.25,0,3.75,2.5,0,0.625,0.625,"Currimundi Reef - Currimundi Reef",2021-08-12
"102",23.75,18.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,23.75,18.125,0,0,46.875,0,2.5,6.25,0,0.625,1.875,"Currimundi Reef - Currimundi Reef",2009-12-20
"103",33.75,6.25,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,1,6,1,0,0,33.75,6.25,0,0,51.25,0,3.75,3.125,0,1.875,0,"Currimundi Reef - Currimundi Reef",2014-12-21
"104",33.75,13.13,0,0.75,0,6,0,0,0,0,0,0,0,1,1,0,0,1,8,0,0,0,1,0,0,7,0,8,0,0,1,33.75,13.125,0,0,27.5,6.875,0.625,11.875,0,0.625,5.625,"Currimundi Reef - Currimundi Reef",2017-01-28
"105",35,30.63,0,4,0,21,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,35,30.625,0,0,29.375,0,1.875,0.625,0,0,2.5,"Currimundi Reef - Currimundi Reef",2019-03-09
"106",36.88,16.25,0,1,0,28,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,1,2,0,1,0,8,0,0,0,36.875,16.25,0,0,38.125,0,1.25,1.875,0,0,5.625,"Currimundi Reef - Currimundi Reef",2020-05-09
"107",32.5,33.75,0,0.5,0,12,0,1,0,0,0,0,0,0,1,1,0,0,29,0,0,0,0,4,0,2,2,4,0,0,1,32.5,33.75,0,0,27.5,0,3.75,0.625,0,0,1.875,"Currimundi Reef - Currimundi Reef",2021-08-12
"108",51.25,6.88,0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,15,0,0,0,0,0,0,0,1,4,0,0,0,1,51.25,6.875,0.625,5.625,31.25,4.375,0,0,0,0,0,"Davies Reef - The Lost World",2008-04-03
"109",25.62,6.88,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25.625,6.875,0,0,33.125,15,0.625,5.625,10,2.5,0.625,"Davies Reef - The Lost World",2003-04-24
"110",40.63,13.75,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,9,0,0,1,0,2,4,0,6,0,13,1,0,0,40.625,13.75,0,0.625,18.125,21.25,0,5,0,0.625,0,"Davies Reef - The Lost World",2004-04-26
"111",32.5,17.5,2.5,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,0,0,0,0,0,1,0,0,5,0,2,1,0,0,32.5,17.5,2.5,0,34.375,4.375,0.625,7.5,0.625,0,0,"Davies Reef - The Lost World",2006-03-26
"112",40,13.75,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,1,0,1,0,2,1,1,1,40,13.75,0,0.625,26.25,6.25,5.625,6.25,0,0.625,0.625,"Davies Reef - The Lost World",2005-02-27
"113",28.75,2.5,0,0,0,16,0,0,2,0,0,0,5,13,1,13,1,0,0,0,2,0,0,3,0,0,0,5,5,0,0,28.75,2.5,0,0,26.875,21.25,0.625,18.125,1.875,0,0,"Davies Reef - The Lost World",2007-04-29
"114",0,0,0,33.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,14.375,4.375,0,0,80,1.25,0,"Daydream Island - Lovers Cove",2017-08-06
"115",1.88,1.88,1.25,66.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1.875,1.875,1.25,0,47.5,10.625,0,6.25,19.375,11.25,0,"Daydream Island - Lovers Cove",2020-03-09
"116",33.13,26.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.125,26.25,0,0,0,0,0,0,38.75,1.25,0.625,"Daydream Island - Lovers Cove",2013-06-23
"117",34.38,35,3.13,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,1,0,0,0,0,0,0,0,16,0,4,0,0,2,34.375,35,3.125,0,11.25,0,0,0,11.875,0.625,3.75,"Daydream Island - Lovers Cove",2014-10-24
"118",14.37,31.25,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.375,31.25,7.5,0.625,34.375,0.625,0,0,1.25,6.25,3.75,"Daydream Island - Lovers Cove",2016-04-25
"119",0,1.25,2.5,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2.5,0,17.5,13.75,0.625,1.25,33.125,28.125,1.875,"Daydream Island - Mermaids Cove",2020-03-09
"120",15,40,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,40,1.875,0,5,0.625,0,0,28.125,9.375,0,"Daydream Island - Mermaids Cove",2013-06-23
"121",14.37,14.37,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14.375,14.375,0,0,31.25,0,0,0,9.375,30.625,0,"Daydream Island - Mermaids Cove",2014-10-24
"122",1.88,34.38,18.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,34.375,18.75,0,18.125,0,0.625,0,25,0.625,0.625,"Daydream Island - Mermaids Cove",2016-04-25
"123",42.5,15,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,10,0,0,0,0,0,0,0,55,2,2,0,0,6,42.5,15,0.625,29.375,10.625,0,0,0.625,0.625,0.625,0,"Daydream Island - South East Reef",2017-08-06
"124",5.63,0.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,0.625,0,0,78.125,0,2.5,5.625,0,0.625,6.875,"Dead Mans Reef - Dead Mans",2007-12-03
"125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,65.625,0.625,0.625,4.375,0,0,28.75,"Dead Mans Reef - Dead Mans",2014-04-26
"126",15.63,2.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,15.625,2.5,0,0,33.125,0,0.625,0,3.75,7.5,36.875,"ESA Park - ESA Park",2013-08-11
"127",15.63,2.5,0.63,51.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,15.625,2.5,0.625,0,5,35.625,0,0,19.375,0,21.25,"ESA Park - ESA Park",2017-06-17
"128",22.5,14.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,14.375,0,0,2.5,24.375,2.5,0,0,3.75,30,"ESA Park - ESA Park",2012-08-19
"129",13.13,8.13,0.63,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13.125,8.125,0.625,0,5,0,3.125,11.25,3.125,1.875,53.75,"ESA Park - ESA Park",2014-08-30
"130",20.63,20.63,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,5,0,6,0,3,0,0,1,20.625,20.625,0,0,25.625,10,0,3.125,0,15,5,"Fitzroy Island - Sharkfin Bay",2018-03-05
"131",20,4.38,8.75,48.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,1,0,0,0,0,0,5,0,11,3,6,2,0,3,20,4.375,8.75,0,61.25,0,0,0,0,4.375,1.25,"Fitzroy Island - Spot X",2018-03-05
"132",46.25,4.38,5,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,1,0,0,0,0,0,6,0,64,0,0,1,0,8,46.25,4.375,5,0,20.625,0,0,2.5,0,20,1.25,"Fitzroy Island - Spot X",2019-10-20
"133",60,3.75,0.63,0,0,36,0,0,1,0,0,0,20,2,6,3,0,0,0,0,0,0,0,0,0,75,0,0,0,0,2,60,3.75,0.625,0,14.375,0,0.625,0,0,16.875,3.75,"Fitzroy Island - Spot X",2020-10-24
"134",40,9.38,0,0.25,0,13,1,0,0,0,0,0,5,32,4,3,0,3,4,0,0,0,0,0,0,13,1,0,0,0,0,40,9.375,0,0,16.875,0,0.625,0,0,19.375,13.75,"Fitzroy Island - Spot X",2021-06-26
"135",49.38,5.63,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,2,0,0,0,0,0,3,2,9,0,27,2,1,0,49.375,5.625,0,0,19.375,1.25,0,0,1.25,19.375,3.75,"Fitzroy Island - Spot X",2020-05-26
"136",31.25,6.88,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,31.25,6.875,0,1.25,28.75,3.125,0,0,0,26.875,1.875,"Fitzroy Island - Spot X",2019-04-27
"137",20.63,8.75,5,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,0,0,0,0,0,0,4,0,33,0,0,2,0,3,20.625,8.75,5,0,51.25,1.25,0,0,4.375,7.5,1.25,"Fitzroy Island - Spot X",2017-10-29
"138",20,15.63,5.63,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,0,0,9,2,9,0,1,0,20,15.625,5.625,0,40,5.625,0.625,0,0,12.5,0,"Fitzroy Island - White Rock",2018-03-04
"139",23.75,3.75,0.63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,0,2,1,1,0,0,32,0,0,0,0,0,23.75,3.75,0.625,0,47.5,2.5,0.625,2.5,0.625,18.125,0,"Fitzroy Island - White Rock",2019-10-19
"140",15,6.88,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,0,0,15,6.875,0,0,40,15.625,0,6.875,0,13.75,1.875,"Fitzroy Island - White Rock",2019-04-28
"141",18.13,1.25,1.25,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,5,15,0,0,0,1,20,0,12,2,5,0,0,2,18.125,1.25,1.25,0,42.5,30.625,1.875,1.25,0,3.125,0,"Flat Rock Island - Shark Gulley",2016-03-05
"142",32.5,3.13,0,5.25,0,12,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,13,10,0,0,0,0,32.5,3.125,0,0,44.375,10.625,3.125,6.25,0,0,0,"Flat Rock Island - Shark Gulley",2016-10-08
"143",26.25,2.5,0,0.5,0,18,0,0,0,0,0,0,2,0,0,2,0,3,2,0,0,0,0,0,0,3,0,12,0,0,1,26.25,2.5,0,1.25,59.375,8.125,0,2.5,0,0,0,"Flat Rock Island - Shark Gulley",2017-09-09
"144",11.25,1.25,1.25,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,29,0,0,0,0,7,0,20,2,0,0,0,0,11.25,1.25,1.25,0,83.125,1.25,1.25,0.625,0,0,0,"Flat Rock Island - Shark Gulley",2015-09-13
"145",23.13,4.38,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,1,0,6,1,0,0,0,0,23.125,4.375,0,0,56.875,11.25,1.25,3.125,0,0,0,"Flat Rock Island - Shark Gulley",2012-10-14
"146",15,1.25,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,6,0,2,0,0,0,15,1.25,0,0,70,0,1.25,10.625,0,0,1.875,"Flat Rock Island - Shark Gulley",2009-08-20
"147",28.13,3.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.125,3.125,0,0.625,46.25,7.5,5,1.25,0,3.75,4.375,"Flat Rock Island - Shark Gulley",2017-05-20
"148",16.88,3.13,10,3.75,0,22,0,0,0,0,0,0,2,22,3,1,0,10,25,2,0,0,0,9,0,3,0,7,0,0,0,16.875,3.125,10,0,63.125,1.25,0,3.125,0,2.5,0,"Flat Rock Island - Shark Gulley",2014-11-23
"149",19.38,5.63,0,0,0,22,0,0,0,0,0,0,8,2,1,0,0,19,16,0,0,0,3,0,0,2,0,3,10,0,0,19.375,5.625,0,0,64.375,5,1.25,3.125,0,1.25,0,"Flat Rock Island - Shark Gulley",2013-08-25
"150",22.5,1.88,0,9.25,0,19,0,0,1,0,0,0,0,8,4,4,0,5,0,0,0,0,0,7,0,1,6,1,3,0,0,22.5,1.875,0,0,70,0,1.25,4.375,0,0,0,"Flat Rock Island - Shark Gulley",2018-08-25
"151",16.25,1.25,0,0,0,36,0,0,0,0,0,0,6,0,0,4,0,19,0,0,0,0,0,1,0,12,7,0,1,0,2,16.25,1.25,0,0,71.875,4.375,0.625,5,0,0,0.625,"Flat Rock Island - Shark Gulley",2011-11-27
"152",29.38,1.88,1.25,15.75,0,13,0,0,0,0,0,0,1,1,1,6,0,10,8,0,0,0,1,10,0,5,3,3,1,0,0,29.375,1.875,1.25,0,51.875,10.625,2.5,0.625,0,1.875,0,"Flat Rock Island - Shark Gulley",2021-03-28
"153",21.88,4.38,0.63,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,17,41,0,0,0,1,2,0,2,0,5,5,0,0,21.875,4.375,0.625,0,28.75,21.25,10,7.5,0,5.625,0,"Flat Rock Island - The Nursery",2016-03-05
"154",21.25,10,1.25,0,0,15,0,0,0,0,0,0,2,2,0,0,0,107,0,13,0,0,0,0,0,0,0,0,0,0,2,21.25,10,1.25,0,36.25,13.125,13.125,1.875,0,3.125,0,"Flat Rock Island - The Nursery",2008-10-05
"155",21.88,1.25,0,12.5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,10,8,0,0,0,0,21.875,1.25,0,0.625,43.75,26.25,4.375,1.875,0,0,0,"Flat Rock Island - The Nursery",2016-10-08
"156",19.38,1.88,0,0.75,0,19,0,0,0,0,0,0,11,20,0,0,0,4,0,0,0,0,1,0,0,9,0,4,0,0,0,19.375,1.875,0,0,60.625,6.875,10,0,0,1.25,0,"Flat Rock Island - The Nursery",2017-09-09
"157",8.13,1.25,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,44,128,0,1,0,0,0,0,9,0,0,0,0,0,8.125,1.25,0,0,45.625,26.25,3.125,0,0,11.25,4.375,"Flat Rock Island - The Nursery",2015-09-13
"158",16.88,1.25,0.63,0.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,16.875,1.25,0.625,0,48.75,0,6.25,19.375,0,2.5,4.375,"Flat Rock Island - The Nursery",2012-10-14
"159",23.75,3.13,0.63,0.5,0,8,0,0,3,0,0,0,7,0,10,0,0,23,0,0,0,0,0,0,0,5,3,6,0,0,3,23.75,3.125,0.625,0,50,2.5,6.25,3.75,0,10,0,"Flat Rock Island - The Nursery",2010-08-22
"160",23.75,0.63,1.88,1.25,0,20,0,0,0,0,0,0,2,2,2,2,0,5,106,0,0,0,2,0,0,2,3,3,0,0,0,23.75,0.625,1.875,0,67.5,0.625,4.375,0.625,0,0.625,0,"Flat Rock Island - The Nursery",2014-11-23
"161",9.38,1.88,0,0,0,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,9.375,1.875,0,0,79.375,4.375,3.75,0.625,0,0,0.625,"Flat Rock Island - The Nursery",2013-08-25
"162",20,0.63,0,3,0,12,0,0,0,0,0,0,0,5,2,2,0,4,0,0,0,0,0,34,0,0,8,1,3,0,0,20,0.625,0,0,76.875,0,1.875,0,0,0.625,0,"Flat Rock Island - The Nursery",2018-08-25
"163",24.38,4.38,0,3,0,9,0,0,0,0,0,0,1,2,4,0,0,2,0,0,0,0,0,1,0,5,8,9,1,0,2,24.375,4.375,0,0,40.625,1.875,8.75,0.625,0,19.375,0,"Flat Rock Island - The Nursery",2009-06-25
"164",16.25,3.13,0,0.5,0,19,0,0,0,0,0,0,4,67,3,1,0,3,0,0,0,0,0,3,0,14,5,6,1,0,1,16.25,3.125,0,0,54.375,8.125,4.375,1.875,0,5,6.875,"Flat Rock Island - The Nursery",2011-11-27
"165",21.25,1.88,0.63,5,0,9,0,1,0,0,0,0,0,0,1,3,0,7,13,0,0,0,0,14,0,21,1,13,7,0,2,21.25,1.875,0.625,1.875,60,1.25,4.375,1.875,0,6.875,0,"Flat Rock Island - The Nursery",2021-03-28
"166",30,18.75,0,1,0,33,0,0,0,0,0,0,3,2,0,3,0,1,0,0,0,0,1,0,0,6,2,0,4,0,0,30,18.75,0,0,31.875,0,18.75,0,0,0.625,0,"Flinders Reef - Alden's Cave",2015-01-04
"167",41.25,14.37,0,1,0,10,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,3,3,0,0,0,41.25,14.375,0,0,25,1.25,14.375,0.625,0,1.875,1.25,"Flinders Reef - Alden's Cave",2016-11-06
"168",41.25,11.25,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,2,0,0,0,1,0,0,0,1,3,8,0,0,0,41.25,11.25,5,0,26.25,0.625,13.75,1.875,0,0,0,"Flinders Reef - Alden's Cave",2015-12-13
"169",33.75,21.25,0,0,0,15,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,10,2,4,2,0,0,33.75,21.25,0,0,25.625,0,15.625,3.75,0,0,0,"Flinders Reef - Alden's Cave",2009-11-14
"170",25,13.13,0.63,0,0,32,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,18,0,13,17,14,5,0,0,25,13.125,0.625,0,26.25,0,15,13.75,0.625,3.75,1.875,"Flinders Reef - Alden's Cave",2010-10-17
"171",22.5,15,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,2,0,4,5,9,1,0,1,22.5,15,0,0,27.5,0.625,25,6.25,0,1.875,1.25,"Flinders Reef - Alden's Cave",2011-11-19
"172",23.75,18.13,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,5,2,0,0,0,0,0,0,7,0,0,0,0,23.75,18.125,0,0,23.125,0,18.125,1.25,0,0.625,15,"Flinders Reef - Alden's Cave",2017-12-20
"173",23.13,21.88,0,12.5,0,16,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,4,0,5,0,6,2,0,0,23.125,21.875,0,1.25,33.75,1.25,16.875,0.625,0,0,1.25,"Flinders Reef - Alden's Cave",2019-01-20
"174",26.25,9.38,0,2.5,0,12,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,2,26.25,9.375,0,0,33.75,4.375,10,11.875,0,4.375,0,"Flinders Reef - Alden's Cave",2008-11-30
"175",28.13,15.63,2.5,0.75,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,9,6,0,0,0,28.125,15.625,2.5,0,25.625,0,10,0,0,2.5,15.625,"Flinders Reef - Alden's Cave",2016-11-06
"176",38.75,5.63,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,9,0,0,0,0,0,0,0,2,0,4,0,0,0,38.75,5.625,0.625,0,21.25,5,8.125,17.5,0,0,3.125,"Flinders Reef - Alden's Cave",2013-10-20
"177",41.25,16.25,0,1,0,4,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,41.25,16.25,0,0,30.625,0,11.25,0,0,0.625,0,"Flinders Reef - Alden's Cave",2016-01-10
"178",12.5,3.75,0.63,0,0,37,0,0,0,0,0,0,2,0,1,2,0,0,2,0,0,0,0,7,0,2,4,3,3,0,0,12.5,3.75,0.625,3.125,18.125,2.5,13.75,1.875,5.625,0.625,0,"Flinders Reef - Alden's Cave",2019-05-26
"179",31.87,11.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.875,11.25,0,1.25,32.5,0,5.625,3.125,0,1.875,12.5,"Flinders Reef - Irish Pirate",2017-06-24
"180",22.5,25,0,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,0,0,0,0,5,0,12,1,21,0,0,0,22.5,25,0,0,42.5,0,7.5,0,0,1.25,1.25,"Flinders Reef - Nursery",2015-01-04
"181",25,20,0,2.25,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,16,0,8,1,0,0,25,20,0,0,31.25,6.25,1.875,6.875,0,1.25,7.5,"Flinders Reef - Nursery",2016-11-06
"182",21.25,16.25,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,30,0,0,0,0,0,0,0,10,1,7,0,0,0,21.25,16.25,0,1.25,18.75,0,3.125,32.5,0,0,6.875,"Flinders Reef - Nursery",2010-08-08
"183",22.5,18.75,1.25,0.75,0,8,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,22.5,18.75,1.25,0,28.75,0,8.75,0.625,0,19.375,0,"Flinders Reef - Nursery",2016-01-10
"184",12.5,18.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,18.75,0,0,30,0,0,30.625,0,1.25,6.875,"Flinders Reef - Nursery",2007-02-12
"185",30,22.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,3,1,9,0,0,1,30,22.5,0,0,16.875,1.25,5,15,0,4.375,5,"Flinders Reef - Nursery",2012-09-16
"186",23.75,20,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,23.75,20,0,0,13.75,0,6.25,22.5,0,0.625,13.125,"Flinders Reef - Nursery",2011-11-19
"187",13.13,17.5,0,7.75,0,28,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,6,0,3,0,7,3,0,1,13.125,17.5,0,0,40,4.375,2.5,5.625,0,3.75,13.125,"Flinders Reef - Nursery",2019-10-20
"188",20,20.63,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,0,0,3,0,16,0,0,0,20,20.625,0,0,35.625,0,5,15.625,0,0,3.125,"Flinders Reef - Nursery",2009-07-25
"189",15,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,0,1.25,38.75,0,5.625,10.625,0,7.5,1.25,"Flinders Reef - Nursery",2013-10-27
"190",23.75,21.88,0,2.5,0,2,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,2,23.75,21.875,0,0.625,23.125,8.75,3.75,9.375,0,1.25,7.5,"Flinders Reef - Nursery",2008-11-30
"191",71.25,2.5,0,0.25,0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,18,1,0,0,0,71.25,2.5,0,0,21.25,0,0,0,0,0,5,"Flinders Reef - Nursery",2016-11-06
"192",63.13,1.88,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,5,0,0,0,63.125,1.875,0,0,30.625,0.625,0.625,2.5,0.625,0,0,"Flinders Reef - Nursery",2015-01-11
"193",67.5,1.25,0,21.25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,6,0,0,0,67.5,1.25,0,0,20.625,9.375,0,0,0,0,1.25,"Flinders Reef - Nursery",2015-12-13
"194",56.25,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,5,14,4,0,0,1,56.25,2.5,0,0,14.375,0.625,0,15.625,0.625,0,10,"Flinders Reef - Nursery",2011-11-13
"195",67.5,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,0,0,0,0,4,0,6,0,0,1,67.5,0,0,0,15,0,0,6.875,0,0,10.625,"Flinders Reef - Nursery",2013-10-20
"196",62.5,6.88,0,0,0,14,0,0,1,0,0,0,16,7,0,0,0,7,0,0,0,0,0,0,0,17,6,14,1,0,0,62.5,6.875,0,0,10.625,0,0.625,16.875,0,0,2.5,"Flinders Reef - Nursery",2010-10-23
"197",58.13,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.125,2.5,0,0,31.875,0,0.625,1.875,0,0.625,4.375,"Flinders Reef - Nursery",2009-07-25
"198",60,13.13,0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,16,0,2,1,3,8,0,1,60,13.125,0.625,0,20.625,0.625,1.25,0,1.25,0,2.5,"Flinders Reef - Nursery",2019-05-26
"199",25,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,11,0,13,0,0,4,0,0,25,9.375,0,0,23.125,0,0.625,16.875,0,2.5,22.5,"Flinders Reef - Nursery",2012-09-16
